District,Block,Village,Avg_Actual_2024,Avg_Predicted_2024,Avg_Predicted_2025,Avg_Difference,Avg_Abs_Difference,Risk_Level
Amravati,Bhatkuli,Uttamsara,11.055,7.297,8.218,1.876,3.243,MODERATE
Amravati,Chandur Bz,Brahmanwada,15.5,10.298,10.405,2.536,2.536,HIGH
Amravati,Chandur Bz,Chandur Bazar,22.2,15.337,14.949,3.692,3.692,HIGH
Amravati,Chandur Bz,Dilalpur,19.45,13.236,12.277,2.822,2.822,HIGH
Amravati,Chandur Bz,Ghat Larki,18.35,10.895,10.906,5.277,5.277,HIGH
Amravati,Chandur Bz,Karajgaon,14.74,9.627,9.245,2.582,6.524,HIGH
Amravati,Chandur Bz,Kherwadi,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Chandur Bz,Nagarwadi,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Chandur Bz,Paratwada,4.885,4.916,5.082,-0.438,0.438,MODERATE
Amravati,Chandur Bz,Sirasgaon (Kasba),13.63,9.646,10.136,2.278,2.278,HIGH
Amravati,Chandur Bz,Tondgaon,6.55,8.052,6.998,-1.704,1.704,MODERATE
Amravati,Chandur Bz,Vani,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Chandur Bz,Wishroli,7.65,7.052,7.116,-0.882,1.796,MODERATE
Amravati,Chandur Ril,Ashok Nagar,5.8,5.017,6.03,0.033,1.014,MODERATE
Amravati,Chandur Ril,Belteki,7.8,5.93,6.788,0.83,2.48,MODERATE
Amravati,Chandur Ril,Chandur Railway,4.35,4.084,5.028,-0.061,0.293,MODERATE
Amravati,Chandur Ril,Devgaon,4.05,4.628,5.158,-1.66,1.66,MODERATE
Amravati,Chandur Ril,Dhamangaon (Rly),3.95,4.369,4.715,-1.382,1.382,SAFE
Amravati,Chandur Ril,Manjarkhed,4.4,4.992,5.204,-1.188,1.188,MODERATE
Amravati,Chandur Ril,Manjarkhed Kasba,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Chandur Ril,Shendurjana Khurd,6.475,5.069,5.829,0.518,0.518,MODERATE
Amravati,Chikhaldara,Arao,4.95,4.051,4.414,0.639,0.639,SAFE
Amravati,Chikhaldara,Barukheda,6.55,5.254,6.012,0.79,0.79,MODERATE
Amravati,Chikhaldara,Behali,4.415,4.654,4.876,-0.635,0.635,SAFE
Amravati,Chikhaldara,Chikhaldara,1.325,2.587,2.7,-1.627,1.627,SAFE
Amravati,Chikhaldara,Chunkhedi,1.59,2.442,3.138,-1.247,1.247,SAFE
Amravati,Chikhaldara,Dargarh,6.55,5.268,6.007,0.79,0.79,MODERATE
Amravati,Chikhaldara,Dhamni,14.3,9.39,9.292,2.074,2.074,MODERATE
Amravati,Chikhaldara,Hatru,6.55,5.586,5.664,0.554,0.554,MODERATE
Amravati,Chikhaldara,Jarida,1.225,2.943,3.046,-2.832,2.832,MODERATE
Amravati,Chikhaldara,Khadkali,4.45,3.735,4.099,0.023,0.023,SAFE
Amravati,Chikhaldara,Khandukheda,1.85,2.732,2.799,-2.058,2.058,MODERATE
Amravati,Chikhaldara,Kolkaz,6.1,5.944,5.989,-0.081,0.286,MODERATE
Amravati,Chikhaldara,Semadoh,9.8,7.094,6.613,0.855,0.855,MODERATE
Amravati,Chikhaldara,Silona,2.96,2.534,2.88,-0.092,0.219,SAFE
Amravati,Chikhaldara,Wadgaon (Fattepur),6.65,5.772,6.106,0.32,0.768,MODERATE
Amravati,Daryapur,Babuadi Banosa,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Borade,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Daryapur,16.05,11.312,12.033,4.464,4.464,HIGH
Amravati,Daryapur,Dongargaon,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Kalashi,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Lakhanwadi,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Landi,10.475,5.691,6.514,4.35,4.35,MODERATE
Amravati,Daryapur,Lasur,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Mahimapur,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Pimplod,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Ramgaon,6.55,5.956,6.273,-0.428,1.49,MODERATE
Amravati,Daryapur,Samda Kasmpur,5.175,4.688,5.052,0.229,0.488,MODERATE
Amravati,Daryapur,Shingnapur,16.2,10.725,11.051,4.51,4.51,HIGH
Amravati,Daryapur,Shivar Kh.,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Thilori,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Daryapur,Wadner Gangai,6.55,5.948,6.226,-0.046,0.479,MODERATE
Amravati,Daryapur,Yewada,7.675,7.258,7.646,-0.613,0.613,MODERATE
Amravati,Dharni,Bhokarbardi,6.55,5.065,5.423,0.448,0.448,MODERATE
Amravati,Dharni,Dharni,9.8,8.556,8.866,0.266,0.266,MODERATE
Amravati,Dharni,Dhulghat Road,10.0,8.537,8.368,-1.042,1.042,MODERATE
Amravati,Dharni,Harisal,6.35,6.507,6.844,-1.449,1.795,MODERATE
Amravati,Dharni,Jutpani,6.55,5.264,5.928,0.684,0.684,MODERATE
Amravati,Dharni,Kalamkhar,9.85,7.838,8.505,0.729,1.291,MODERATE
Amravati,Dharni,Lawada,4.15,3.022,3.248,0.128,0.276,SAFE
Amravati,Morshi,Ambada,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Ambara,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Ashtagaon,3.88,4.528,4.482,-1.148,1.148,SAFE
Amravati,Morshi,Bhaipur,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Chicholi,6.7,6.793,6.986,-1.768,4.11,MODERATE
Amravati,Morshi,Dapori,10.775,8.819,8.955,0.907,0.907,MODERATE
Amravati,Morshi,Dhanora,7.005,5.492,6.201,1.245,1.245,MODERATE
Amravati,Morshi,Gorala,12.825,6.652,7.446,5.485,5.485,HIGH
Amravati,Morshi,Hiwarkheda,10.6,9.668,9.577,0.07,0.528,MODERATE
Amravati,Morshi,Khanapur-Vita,4.2,3.443,3.824,-0.158,0.158,SAFE
Amravati,Morshi,Kher,4.05,5.148,4.852,-2.344,2.344,MODERATE
Amravati,Morshi,Kolwihir,3.75,2.981,3.482,-0.128,0.128,SAFE
Amravati,Morshi,Moorshin,1.25,2.156,2.477,-1.12,1.12,SAFE
Amravati,Morshi,Morshi,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Pala,9.1,8.899,9.068,-0.466,1.215,MODERATE
Amravati,Morshi,Pardi,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Pimpri,3.775,3.146,3.663,-0.314,0.381,SAFE
Amravati,Morshi,Rithpur,5.75,3.296,3.947,2.402,2.798,MODERATE
Amravati,Morshi,Saiwada,7.3,6.116,6.535,1.302,1.302,MODERATE
Amravati,Morshi,Sawarkheda,7.195,6.302,6.631,-0.165,1.8,MODERATE
Amravati,Morshi,Shirkhed,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Shirkheda,6.075,5.096,5.843,0.315,0.315,MODERATE
Amravati,Morshi,Talni,6.175,5.083,5.616,0.46,0.46,MODERATE
Amravati,Morshi,Taroda,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Umarkhed,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Uthkhed,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Morshi,Yavali,6.15,4.159,4.971,1.112,1.336,SAFE
Amravati,Nandgaon Kh,Bellora,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Nandgaon Kh,Belora,7.12,6.473,6.494,-0.799,2.67,MODERATE
Amravati,Nandgaon Kh,Mahuli,5.125,4.858,5.093,-0.168,0.28,MODERATE
Amravati,Nandgaon Kh,Nandgaon Khandeshwar,5.8,5.239,5.806,0.255,0.527,MODERATE
Amravati,Nandgaon Kh,Shivni,4.96,4.282,4.739,-0.126,0.475,SAFE
Amravati,Nandgaon Kh,Wadala Fatehpur,4.4,4.271,4.763,-0.203,1.535,SAFE
Amravati,Nandgaon Kh,Yenas,4.45,4.837,5.084,-1.094,1.094,MODERATE
Amravati,Tiwsa,Anjansingi,4.1,3.74,4.097,-0.244,0.244,SAFE
Amravati,Tiwsa,Kurha,5.3,5.842,5.703,-1.51,1.51,MODERATE
Amravati,Tiwsa,Mardi,5.525,4.347,4.911,-0.276,0.436,SAFE
Amravati,Tiwsa,Mozari,11.9,11.368,11.391,-1.264,2.712,HIGH
Amravati,Tiwsa,Tiwsa,5.525,3.9,4.792,0.974,2.164,MODERATE
Amravati,Tiwsa,Warha,4.55,3.631,3.886,0.095,1.978,SAFE
Amravati,Warud,Amner,13.15,11.802,11.742,-0.351,3.89,HIGH
Amravati,Warud,Bennoda,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Warud,Benoda,6.775,6.146,6.096,-0.885,0.885,MODERATE
Amravati,Warud,Chandas,11.1,9.202,9.697,0.298,0.39,MODERATE
Amravati,Warud,Dhanodi,7.55,7.62,7.71,-1.05,1.05,MODERATE
Amravati,Warud,Gadegaon,16.15,11.011,12.011,3.364,3.364,HIGH
Amravati,Warud,Hatorna,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Warud,Jamgaon,5.75,4.226,5.361,0.581,0.581,MODERATE
Amravati,Warud,Jamgaon (Via Khadka),6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Warud,Jarud,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Warud,Karajgaon,6.6,4.681,5.038,1.508,2.254,MODERATE
Amravati,Warud,Loni,12.05,11.424,11.463,-0.371,0.464,HIGH
Amravati,Warud,Mamdapur,6.55,5.347,6.248,0.79,0.79,MODERATE
Amravati,Warud,Temburkheda,6.2,6.418,6.721,-1.859,1.859,MODERATE
Amravati,Warud,Umarkhed,10.5,8.834,9.21,0.6,0.6,MODERATE
Amravati,Warud,Warud,4.6,4.736,4.839,-0.578,0.578,SAFE
Amravati Anjangaon,S,Anjangaon,6.65,6.682,6.964,-0.794,1.232,MODERATE
Amravati Anjangaon,S,Kakda,6.65,6.682,6.964,-0.794,1.232,MODERATE
Amravati Anjangaon,S,Khirgavhan,6.65,6.682,6.964,-0.794,1.232,MODERATE
Amravati Anjangaon,S,Nimbhari,6.65,6.022,6.42,-0.584,1.44,MODERATE
Amravati Anjangaon,S,Sategaon,6.65,10.64,10.896,-1.714,1.714,HIGH
Amravati Anjangaon S,Kapus,Talni,6.65,6.008,6.367,-0.722,1.303,MODERATE
Amravati Anjangaon S,Murha,Buzurg,6.65,6.008,6.367,-0.722,1.303,MODERATE
Amravati Chandur,Bz,Brahmanwada,6.65,8.552,9.029,-1.765,1.765,MODERATE
Amravati Chandur,Bz,Dilalpur,6.65,9.591,9.772,-1.714,1.714,MODERATE
Amravati Chandur,Bz,Karajgaon,6.65,8.502,8.828,-1.732,1.732,MODERATE
Amravati Chandur,Bz,Nagarwadi,6.65,7.959,8.074,-1.538,1.538,MODERATE
Amravati Chandur,Bz,Paratwada,6.65,6.036,6.396,-0.584,1.44,MODERATE
Amravati Chandur,Bz,Tondgaon,6.65,8.96,8.752,-1.538,1.538,MODERATE
Amravati Chandur,Bz,Vani,6.65,7.959,8.074,-1.538,1.538,MODERATE
Amravati Chandur,Bz,Wishroli,6.65,7.356,7.613,-1.538,1.538,MODERATE
Amravati Chandur,Ril,Belteki,6.65,6.91,7.031,-0.796,1.228,MODERATE
Amravati Chandur,Ril,Devgaon,6.65,5.951,6.273,-0.584,1.44,MODERATE
Amravati Chandur Bz,Chandur,Bazar,6.65,10.064,10.237,-1.714,1.714,HIGH
Amravati Chandur Bz,Ghat,Larki,6.65,8.559,9.358,-1.765,1.765,MODERATE
Amravati Chandur Bz,Sirasgaon,(Kasba),6.65,7.875,8.396,-1.712,1.712,MODERATE
Amravati Chandur Ril,Chandur,Railway,6.65,5.953,6.224,-0.58,1.444,MODERATE
Amravati Chandur Ril,Dhamangaon,(Rly),6.65,5.609,6.045,-0.52,1.505,MODERATE
Amravati Chandur Ril,Manjarkhed,Kasba,6.65,5.953,6.224,-0.58,1.444,MODERATE
Amravati Chandur Ril,Shendurjana,Khurd,6.65,6.539,6.848,-1.192,1.192,MODERATE
Amravati Chikhaldara,Wadgaon,(Fattepur),6.65,6.467,6.746,-0.829,1.196,MODERATE
Amravati Daryapur,Babuadi,Banosa,6.65,5.945,6.314,-0.584,1.44,MODERATE
Amravati Daryapur,Samda,Kasmpur,6.65,5.861,6.228,-0.584,1.44,MODERATE
Amravati Daryapur,Wadner,Gangai,6.65,6.15,6.615,-0.584,1.44,MODERATE
Amravati Dharni,Dhulghat,Road,6.65,8.102,8.293,-1.618,1.618,MODERATE
Amravati Nandgaon,Kh,Bellora,6.65,6.429,6.677,-0.806,1.218,MODERATE
Amravati Nandgaon,Kh,Belora,6.65,6.392,6.653,-0.796,1.228,MODERATE
Amravati Nandgaon,Kh,Mahuli,6.65,6.292,6.57,-0.806,1.218,MODERATE
Amravati Nandgaon,Kh,Shivni,6.65,5.873,6.278,-0.64,1.385,MODERATE
Amravati Nandgaon Kh,Nandgaon,Khandeshwar,6.65,6.354,6.636,-0.8,1.226,MODERATE
Amravati Nandgaon Kh,Wadala,Fatehpur,6.65,5.354,5.592,-0.486,1.538,MODERATE
Amravati Warud Jamgaon,(Via,Khadka),6.65,6.008,6.367,-0.722,1.303,MODERATE
Beed,Ambajogai,Ambajogai,10.75,9.638,10.028,0.202,0.782,HIGH
Beed,Ambajogai,Dharmapuri,6.4,3.764,4.294,1.182,4.286,MODERATE
Beed,Ambajogai,Kanerwadi,6.8,4.444,4.917,2.095,2.095,MODERATE
Beed,Ambajogai,Lokhandi Sawargaon,5.95,5.364,5.599,0.186,0.186,MODERATE
Beed,Ambajogai,Parli,5.4,4.49,4.741,0.257,0.746,SAFE
Beed,Ambajogai,Saigaon,7.3,5.261,6.034,0.587,1.664,MODERATE
Beed,Ambajogai,Soundad,9.95,6.512,6.996,2.355,2.355,MODERATE
Beed,Ambajogai,Talni,7.175,5.682,5.808,-0.148,0.576,MODERATE
Beed,Ambajogai,Waguli,17.5,9.294,8.888,5.71,5.71,HIGH
Beed,Ambajogai,Warvati,13.5,8.308,8.268,3.497,6.547,HIGH
Beed,Ashti,Ashti,8.275,7.224,7.148,-0.385,2.083,MODERATE
Beed,Ashti,Dhanora,6.925,5.158,5.49,1.228,1.744,MODERATE
Beed,Ashti,Doithana,5.775,4.0,4.542,1.676,2.351,MODERATE
Beed,Ashti,Kasari,12.4,8.618,8.886,1.112,3.536,MODERATE
Beed,Ashti,Khadkhat,9.15,6.0,6.416,2.123,2.123,MODERATE
Beed,Ashti,Kinhi,7.9,4.615,4.682,2.541,2.541,MODERATE
Beed,Ashti,Pandhari,6.2,5.49,5.39,-0.934,1.615,MODERATE
Beed,Ashti,Sheri Bu,8.0,5.635,5.989,2.22,3.786,MODERATE
Beed,Ashti,Waghluj,7.075,6.542,6.286,-0.081,0.318,MODERATE
Beed,Beed,Aher Wadgaon,5.625,5.156,5.322,-0.435,0.435,MODERATE
Beed,Beed,Bavi,7.5,5.526,5.788,1.464,2.089,MODERATE
Beed,Beed,Chousala,10.33,7.939,8.381,1.15,2.274,MODERATE
Beed,Beed,Ghosapuri,10.925,8.078,9.046,1.196,4.521,MODERATE
Beed,Beed,Jirewadi,11.025,9.41,9.87,0.258,0.258,MODERATE
Beed,Beed,Kapildhar,7.225,5.947,5.808,0.166,0.166,MODERATE
Beed,Beed,Manjar Sumbha,7.225,5.947,5.808,0.166,0.166,MODERATE
Beed,Beed,Mauj,6.225,4.506,5.016,1.03,1.288,MODERATE
Beed,Beed,Pali,4.675,4.484,4.754,-0.506,0.964,SAFE
Beed,Beed,Pimpalner,17.55,10.534,11.624,6.206,6.206,HIGH
Beed,Georai,Bhend Takli,7.1,6.512,6.067,-0.895,0.895,MODERATE
Beed,Georai,Dhondrai,8.0,6.74,6.675,0.148,1.626,MODERATE
Beed,Georai,Georai,7.175,5.653,6.065,0.886,0.886,MODERATE
Beed,Georai,Hirapur,13.75,8.457,8.657,4.056,4.056,MODERATE
Beed,Georai,Kapildhar,5.675,4.942,5.192,0.247,1.076,MODERATE
Beed,Georai,Khandvi,9.65,7.359,7.569,1.571,1.571,MODERATE
Beed,Georai,Kolegaon,9.075,6.526,7.086,1.758,1.892,MODERATE
Beed,Georai,Kumbharwadi,16.2,9.802,11.501,6.302,6.302,HIGH
Beed,Georai,Nagjhera,10.2,8.168,8.148,1.06,1.06,MODERATE
Beed,Georai,Savargaon,7.225,6.678,6.533,-0.169,0.169,MODERATE
Beed,Georai,Sawargaon,16.425,8.095,8.167,6.363,6.363,HIGH
Beed,Georai,Shirsadevi,14.1,10.493,10.343,3.048,3.048,HIGH
Beed,Georai,Tintarvani,4.65,4.5,4.594,-0.513,0.513,SAFE
Beed,Georai,Umapur,13.65,8.801,9.03,3.928,3.928,MODERATE
Beed,Kaij,Dharur,8.55,6.85,7.179,-0.89,3.318,MODERATE
Beed,Kaij,Kalegaon,9.95,7.748,7.273,0.169,1.11,MODERATE
Beed,Kaij,Kumbhephal,7.905,6.72,6.859,-0.52,0.52,MODERATE
Beed,Kaij,Nandur Phata,6.45,7.178,7.192,-2.266,5.109,HIGH
Beed,Kaij,Uttareshwar Pimpri,7.875,5.838,6.21,0.852,1.415,MODERATE
Beed,Kaij,Wadwani,2.925,3.725,3.603,-1.649,1.649,SAFE
Beed,Majalgaon,Dindrur,18.05,11.621,12.893,5.616,5.616,HIGH
Beed,Majalgaon,Gaundara,5.2,4.487,4.695,-0.51,1.2,SAFE
Beed,Majalgaon,Ghatsawali,7.825,5.368,5.505,1.748,2.16,MODERATE
Beed,Majalgaon,Limgaon,5.575,5.184,5.382,-0.455,0.455,MODERATE
Beed,Majalgaon,Manjalgaon,7.225,5.947,5.808,0.166,0.166,MODERATE
Beed,Majalgaon,Patrud,10.45,7.896,7.566,1.871,1.871,MODERATE
Beed,Majalgaon,Sirsala,7.275,6.783,6.912,-0.796,0.796,MODERATE
Beed,Majalgaon,Telgaon,5.61,4.078,4.201,1.184,1.466,SAFE
Beed,Patoda,Anandgaon,3.4,2.657,2.813,-0.03,0.124,SAFE
Beed,Patoda,Chumbli,8.21,5.854,6.072,0.843,3.505,MODERATE
Beed,Patoda,Daskhed,12.225,9.092,9.275,0.962,2.224,MODERATE
Beed,Patoda,Dongar Kini,7.225,6.909,6.48,-1.842,1.842,MODERATE
Beed,Patoda,Kotan,5.3,4.238,4.321,-0.125,2.729,MODERATE
Beed,Patoda,Manur,17.5,9.83,11.166,7.729,7.729,HIGH
Beed,Patoda,Naygaon,4.925,3.779,4.107,0.501,1.389,SAFE
Beed,Patoda,Pareli,7.225,5.947,5.808,0.166,0.166,MODERATE
Beed,Patoda,Patoda,5.66,5.651,5.73,-0.744,0.744,MODERATE
Beed,Patoda,Pimpalwandi,5.8,4.702,4.496,0.87,1.295,SAFE
Beed,Patoda,Pithi,5.375,4.936,5.287,0.015,1.154,MODERATE
Beed,Patoda,Sautada,0.9,2.857,2.94,-1.646,1.646,SAFE
Beed,Patoda,Sirur,13.475,10.475,11.082,0.754,6.442,HIGH
Beed Ambajogai,Lokhandi,Sawargaon,6.65,5.66,6.108,-0.584,1.44,MODERATE
Beed Ashti,Sheri,Bu,6.65,6.234,6.667,-0.722,1.303,MODERATE
Beed Beed,Aher,Wadgaon,6.65,6.641,6.801,-1.262,1.262,MODERATE
Beed Beed,Manjar,Sumbha,6.65,6.641,6.801,-1.262,1.262,MODERATE
Beed Georai,Bhend,Takli,6.65,6.656,7.082,-1.39,1.39,MODERATE
Beed Kaij,Nandur,Phata,6.65,6.387,6.66,-0.722,1.303,MODERATE
Beed Kaij,Uttareshwar,Pimpri,6.65,5.732,6.174,-0.722,1.303,MODERATE
Beed Patoda,Dongar,Kini,6.65,5.999,6.347,-0.584,1.44,MODERATE
Bhandara,Bhandara,Ambadi,3.99,4.351,4.557,-0.454,1.623,SAFE
Bhandara,Bhandara,Bhandara,7.65,7.105,6.931,-0.456,0.456,MODERATE
Bhandara,Bhandara,Daodipar Khapa,4.19,3.51,4.052,-0.134,0.88,SAFE
Bhandara,Bhandara,Dhargaon,3.8,3.154,3.613,0.322,0.322,SAFE
Bhandara,Bhandara,Kharbi,5.24,5.059,5.095,-0.846,0.846,MODERATE
Bhandara,Bhandara,Pagora,4.0,4.491,4.837,-0.98,0.98,SAFE
Bhandara,Bhandara,Palari,6.9,4.572,5.853,1.28,2.104,MODERATE
Bhandara,Bhandara,Satona,3.55,4.029,3.97,-0.716,1.572,SAFE
Bhandara,Bhandara,Shrinagar,7.8,6.906,7.112,0.069,0.839,MODERATE
Bhandara,Lakhandur,Lakhandur,5.075,3.028,4.05,1.638,1.722,SAFE
Bhandara,Lakhandur,Madgi,5.35,3.656,4.363,0.986,2.236,MODERATE
Bhandara,Lakhandur,Palandur,4.89,5.412,5.024,-1.838,1.838,MODERATE
Bhandara,Mohadi,Dahegaon,5.675,4.912,5.152,0.51,0.51,MODERATE
Bhandara,Mohadi,Jamb,6.2,5.505,5.542,0.16,0.473,MODERATE
Bhandara,Mohadi,Koka (Kokha),4.69,6.45,5.298,-4.59,4.59,MODERATE
Bhandara,Mohadi,Tumsar Khapa,2.35,4.009,3.94,-1.946,1.946,SAFE
Bhandara,Mohadi,Usarra,7.15,5.13,4.792,1.0,2.101,MODERATE
Bhandara,Mohadi,Varti,2.05,3.372,3.636,-1.912,1.912,SAFE
Bhandara,Mohadi,Warthi,4.3,3.859,4.176,-0.079,0.879,SAFE
Bhandara,Pauni,Adyal,3.55,3.508,4.05,-0.007,0.285,SAFE
Bhandara,Pauni,Ajgaon,4.69,5.692,6.012,-1.562,3.331,MODERATE
Bhandara,Pauni,Kawalewada,6.9,4.336,5.138,1.456,2.764,MODERATE
Bhandara,Pauni,Konda Kosara,4.69,4.166,4.265,-0.04,1.094,SAFE
Bhandara,Pauni,Nilaj,7.925,5.19,6.394,2.75,5.747,HIGH
Bhandara,Pauni,Pauni,3.3,3.663,3.891,-0.493,0.493,SAFE
Bhandara,Sakoli,Ekodi,1.575,2.13,2.403,-0.769,0.769,SAFE
Bhandara,Sakoli,Jamnapur,4.69,4.25,5.614,-0.0,2.027,MODERATE
Bhandara,Sakoli,Lakhani,4.69,4.451,5.52,-0.218,2.21,MODERATE
Bhandara,Sakoli,Masal,3.575,3.9,4.26,-0.422,0.422,SAFE
Bhandara,Sakoli,Mundipar Sadak,4.9,3.875,4.183,0.215,1.138,SAFE
Bhandara,Sakoli,Murmadi,9.35,6.794,6.074,1.734,1.734,MODERATE
Bhandara,Sakoli,Pitjhari,4.69,5.11,4.705,-1.252,2.274,MODERATE
Bhandara,Sakoli,Sakoli,8.35,5.666,5.577,1.386,1.386,MODERATE
Bhandara,Sakoli,Sakra,10.25,7.044,7.723,2.47,3.137,MODERATE
Bhandara,Tumsar,Chicholi,3.45,3.396,3.632,-1.273,1.273,SAFE
Bhandara,Tumsar,Gaymukh,4.69,3.454,4.008,0.237,0.784,SAFE
Bhandara,Tumsar,Gobarwahi,2.2,2.823,2.936,-1.793,1.793,SAFE
Bhandara,Tumsar,Khair Langi,4.05,4.037,4.188,-0.536,1.078,SAFE
Bhandara,Tumsar,Landejhari,6.55,5.792,6.085,0.102,0.835,MODERATE
Bhandara,Tumsar,Paunarkhairi,1.735,2.242,2.479,-0.567,0.567,SAFE
Bhandara,Tumsar,Sihora,5.5,3.582,4.007,1.362,1.814,SAFE
Bhandara Bhandara,Daodipar,Khapa,6.65,5.274,5.405,-0.441,1.584,MODERATE
Bhandara Mohadi,Koka,(Kokha),6.65,6.048,6.49,-0.518,1.507,MODERATE
Bhandara Mohadi,Tumsar,Khapa,6.65,5.607,5.888,-0.518,1.507,MODERATE
Bhandara Pauni,Konda,Kosara,6.65,6.008,6.367,-0.722,1.303,MODERATE
Bhandara Sakoli,Mundipar,Sadak,6.65,5.654,6.223,-0.621,1.404,MODERATE
Bhandara Tumsar,Khair,Langi,6.65,5.904,6.274,-0.632,1.394,MODERATE
Buldhana,Buldhana,Bhadola,10.15,6.048,6.264,3.415,3.415,MODERATE
Buldhana,Buldhana,Buldhana,7.5,6.628,6.788,-0.498,0.537,MODERATE
Buldhana,Buldhana,Chandol,7.0,5.333,5.817,1.113,1.113,MODERATE
Buldhana,Buldhana,Chikala,7.5,6.935,6.656,-1.112,1.152,MODERATE
Buldhana,Buldhana,Dhad,5.6,4.604,5.214,1.016,1.016,MODERATE
Buldhana,Buldhana,Dhadop,6.8,5.505,6.02,-0.824,1.811,MODERATE
Buldhana,Buldhana,Girda,15.205,6.302,6.722,7.207,7.207,HIGH
Buldhana,Buldhana,Hatedi,5.95,4.078,4.666,2.038,2.713,MODERATE
Buldhana,Buldhana,Jamb,6.78,5.592,5.96,0.094,0.094,MODERATE
Buldhana,Buldhana,Malvandi,15.205,6.408,6.758,6.996,6.996,HIGH
Buldhana,Buldhana,Malvihir,9.3,6.398,6.73,1.302,1.302,MODERATE
Buldhana,Buldhana,Mhasla Bk,12.75,8.497,7.859,0.677,0.677,MODERATE
Buldhana,Buldhana,Padali,5.525,3.72,4.17,0.675,0.79,SAFE
Buldhana,Buldhana,Pangri,13.1,6.674,7.348,4.78,4.78,MODERATE
Buldhana,Buldhana,Raipur,10.25,6.755,6.592,1.542,1.542,MODERATE
Buldhana,Buldhana,Sagwan,15.205,6.408,6.758,6.996,6.996,HIGH
Buldhana,Buldhana,Sailani,10.75,6.29,6.543,2.212,4.946,MODERATE
Buldhana,Buldhana,Shekapur,5.45,5.074,5.298,-0.751,0.79,MODERATE
Buldhana,Buldhana,Warwand,7.85,6.7,6.923,-0.148,0.187,MODERATE
Buldhana,Chikhli,Ambhasi,9.25,6.689,6.568,0.67,0.67,MODERATE
Buldhana,Chikhli,Amdapur,12.0,8.193,7.655,3.126,3.126,MODERATE
Buldhana,Chikhli,Bhankheda,9.7,9.915,9.725,-3.71,3.71,MODERATE
Buldhana,Chikhli,Bharosa,7.8,6.547,6.833,0.027,0.027,MODERATE
Buldhana,Chikhli,Chikhli,7.5,7.502,8.02,-2.376,2.376,MODERATE
Buldhana,Chikhli,Dongaar Sheoli,7.5,6.364,6.762,0.028,0.505,MODERATE
Buldhana,Chikhli,Dongar Khandala,2.65,3.96,4.074,-1.643,1.643,SAFE
Buldhana,Chikhli,Karathwadi,15.205,8.339,7.466,3.132,3.132,MODERATE
Buldhana,Chikhli,Karwand,5.6,2.598,3.178,2.344,3.424,MODERATE
Buldhana,Chikhli,Kelwad,6.66,5.642,6.167,-0.845,1.289,MODERATE
Buldhana,Chikhli,Khinola,9.35,6.274,6.642,1.602,1.602,MODERATE
Buldhana,Chikhli,Malagi,9.95,6.958,6.753,0.872,0.872,MODERATE
Buldhana,Chikhli,Palskhed Sapkal,13.1,6.491,7.093,4.997,4.997,MODERATE
Buldhana,Chikhli,Rohada,6.25,5.145,5.833,0.452,0.452,MODERATE
Buldhana,Chikhli,Selsur,8.6,5.604,5.996,2.233,2.233,MODERATE
Buldhana,Chikhli,Shelgaon Atol,6.55,6.067,6.637,-1.093,1.132,MODERATE
Buldhana,Chikhli,Takarkheda Helga,15.205,8.339,7.466,3.132,3.132,MODERATE
Buldhana,Chikhli,Undri,8.65,7.343,7.141,-0.115,1.226,MODERATE
Buldhana,D. Raja,Baigaon Badruk,5.1,4.91,5.24,-0.871,0.91,MODERATE
